Data loaded: size=10000, dim=784
RowNUM:1605,ZeroNum:784
RowNUM:1606,ZeroNum:784
RowNUM:1607,ZeroNum:784
RowNUM:1608,ZeroNum:784
RowNUM:1609,ZeroNum:784
RowNUM:1610,ZeroNum:784
RowNUM:1611,ZeroNum:784
RowNUM:1612,ZeroNum:784
RowNUM:1613,ZeroNum:784
RowNUM:1614,ZeroNum:784
RowNUM:1615,ZeroNum:784
RowNUM:1616,ZeroNum:784
RowNUM:1617,ZeroNum:784
RowNUM:1618,ZeroNum:784
RowNUM:1619,ZeroNum:784
RowNUM:1620,ZeroNum:784
RowNUM:1621,ZeroNum:784
RowNUM:1622,ZeroNum:784
RowNUM:1623,ZeroNum:784
RowNUM:1624,ZeroNum:784
RowNUM:1625,ZeroNum:784
RowNUM:1626,ZeroNum:784
RowNUM:1627,ZeroNum:784
RowNUM:1628,ZeroNum:784
RowNUM:1629,ZeroNum:784
RowNUM:1630,ZeroNum:784
RowNUM:1631,ZeroNum:784
RowNUM:1632,ZeroNum:784
RowNUM:1633,ZeroNum:784
RowNUM:1634,ZeroNum:784
RowNUM:1635,ZeroNum:784
RowNUM:1636,ZeroNum:784
RowNUM:1637,ZeroNum:784
RowNUM:1638,ZeroNum:784
RowNUM:1639,ZeroNum:784
RowNUM:1640,ZeroNum:784
RowNUM:1641,ZeroNum:784
RowNUM:1642,ZeroNum:784
RowNUM:1643,ZeroNum:784
RowNUM:1644,ZeroNum:784
RowNUM:1645,ZeroNum:784
RowNUM:1646,ZeroNum:784
RowNUM:1647,ZeroNum:784
RowNUM:1648,ZeroNum:784
RowNUM:1649,ZeroNum:784
RowNUM:1650,ZeroNum:784
RowNUM:1651,ZeroNum:784
RowNUM:1652,ZeroNum:784
RowNUM:1653,ZeroNum:784
RowNUM:1654,ZeroNum:784
RowNUM:1655,ZeroNum:784
RowNUM:1656,ZeroNum:784
RowNUM:1657,ZeroNum:784
RowNUM:1658,ZeroNum:784
RowNUM:1659,ZeroNum:784
RowNUM:1660,ZeroNum:784
RowNUM:1661,ZeroNum:784
RowNUM:1662,ZeroNum:784
RowNUM:1663,ZeroNum:784
RowNUM:1664,ZeroNum:784
RowNUM:1665,ZeroNum:784
RowNUM:1666,ZeroNum:784
RowNUM:1667,ZeroNum:784
RowNUM:1668,ZeroNum:784
RowNUM:1669,ZeroNum:784
RowNUM:1670,ZeroNum:784
RowNUM:1671,ZeroNum:784
RowNUM:1672,ZeroNum:784
RowNUM:1673,ZeroNum:784
RowNUM:1674,ZeroNum:784
RowNUM:1675,ZeroNum:784
RowNUM:1676,ZeroNum:784
RowNUM:1677,ZeroNum:784
RowNUM:1678,ZeroNum:784
RowNUM:1679,ZeroNum:784
RowNUM:1680,ZeroNum:784
RowNUM:1681,ZeroNum:784
RowNUM:1682,ZeroNum:784
RowNUM:1683,ZeroNum:784
RowNUM:1684,ZeroNum:784
RowNUM:1685,ZeroNum:784
RowNUM:1686,ZeroNum:784
RowNUM:1687,ZeroNum:784
RowNUM:1688,ZeroNum:784
RowNUM:1689,ZeroNum:784
RowNUM:1690,ZeroNum:784
RowNUM:1691,ZeroNum:784
RowNUM:1692,ZeroNum:784
RowNUM:1693,ZeroNum:784
RowNUM:1694,ZeroNum:784
RowNUM:1695,ZeroNum:784
RowNUM:1696,ZeroNum:784
RowNUM:1697,ZeroNum:784
RowNUM:1698,ZeroNum:784
RowNUM:1699,ZeroNum:784
RowNUM:1700,ZeroNum:784
RowNUM:1701,ZeroNum:784
RowNUM:1702,ZeroNum:784
RowNUM:1703,ZeroNum:784
RowNUM:1704,ZeroNum:784
RowNUM:1705,ZeroNum:784
RowNUM:1706,ZeroNum:784
RowNUM:1707,ZeroNum:784
RowNUM:1708,ZeroNum:784
RowNUM:1709,ZeroNum:784
RowNUM:1710,ZeroNum:784
RowNUM:1711,ZeroNum:784
RowNUM:1712,ZeroNum:784
RowNUM:1713,ZeroNum:784
RowNUM:1714,ZeroNum:784
RowNUM:1715,ZeroNum:784
RowNUM:1716,ZeroNum:784
RowNUM:1717,ZeroNum:784
RowNUM:1718,ZeroNum:784
RowNUM:1719,ZeroNum:784
RowNUM:1720,ZeroNum:784
RowNUM:1721,ZeroNum:784
RowNUM:1722,ZeroNum:784
RowNUM:1723,ZeroNum:784
RowNUM:1724,ZeroNum:784
RowNUM:1725,ZeroNum:784
RowNUM:1726,ZeroNum:784
RowNUM:1727,ZeroNum:784
RowNUM:1728,ZeroNum:784
RowNUM:1729,ZeroNum:784
RowNUM:1730,ZeroNum:784
RowNUM:1731,ZeroNum:784
RowNUM:1732,ZeroNum:784
RowNUM:1733,ZeroNum:784
RowNUM:1734,ZeroNum:784
RowNUM:1735,ZeroNum:784
RowNUM:1736,ZeroNum:784
RowNUM:1737,ZeroNum:784
RowNUM:1738,ZeroNum:784
RowNUM:1739,ZeroNum:784
RowNUM:1740,ZeroNum:784
RowNUM:1741,ZeroNum:784
RowNUM:1742,ZeroNum:784
RowNUM:1743,ZeroNum:784
RowNUM:1744,ZeroNum:784
RowNUM:1745,ZeroNum:784
RowNUM:1746,ZeroNum:784
RowNUM:1747,ZeroNum:784
RowNUM:1748,ZeroNum:784
RowNUM:1749,ZeroNum:784
RowNUM:1750,ZeroNum:784
RowNUM:1751,ZeroNum:784
RowNUM:1752,ZeroNum:784
RowNUM:1753,ZeroNum:784
RowNUM:1754,ZeroNum:784
RowNUM:1755,ZeroNum:784
RowNUM:1756,ZeroNum:784
RowNUM:1757,ZeroNum:784
RowNUM:1758,ZeroNum:784
RowNUM:1759,ZeroNum:784
RowNUM:1760,ZeroNum:784
RowNUM:1761,ZeroNum:784
RowNUM:1762,ZeroNum:784
RowNUM:1763,ZeroNum:784
RowNUM:1764,ZeroNum:784
RowNUM:1765,ZeroNum:784
RowNUM:1766,ZeroNum:784
RowNUM:1767,ZeroNum:784
RowNUM:1768,ZeroNum:784
RowNUM:1769,ZeroNum:784
RowNUM:1770,ZeroNum:784
RowNUM:1771,ZeroNum:784
RowNUM:1772,ZeroNum:784
RowNUM:1773,ZeroNum:784
RowNUM:1774,ZeroNum:784
RowNUM:1775,ZeroNum:784
RowNUM:1776,ZeroNum:784
RowNUM:1777,ZeroNum:784
RowNUM:1778,ZeroNum:784
RowNUM:1779,ZeroNum:784
RowNUM:1780,ZeroNum:784
RowNUM:1781,ZeroNum:784
RowNUM:1782,ZeroNum:784
RowNUM:1783,ZeroNum:784
RowNUM:1784,ZeroNum:784
RowNUM:1785,ZeroNum:784
RowNUM:1786,ZeroNum:784
RowNUM:1787,ZeroNum:784
RowNUM:1788,ZeroNum:784
RowNUM:1789,ZeroNum:784
RowNUM:1790,ZeroNum:784
RowNUM:1791,ZeroNum:784
RowNUM:1792,ZeroNum:784
RowNUM:1793,ZeroNum:784
RowNUM:1794,ZeroNum:784
RowNUM:1795,ZeroNum:784
RowNUM:1796,ZeroNum:784
RowNUM:1797,ZeroNum:784
RowNUM:1798,ZeroNum:784
RowNUM:1799,ZeroNum:784
RowNUM:1800,ZeroNum:784
RowNUM:1801,ZeroNum:784
RowNUM:1802,ZeroNum:784
RowNUM:1803,ZeroNum:784
RowNUM:1804,ZeroNum:784
RowNUM:1805,ZeroNum:784
RowNUM:1806,ZeroNum:784
RowNUM:1807,ZeroNum:784
RowNUM:1808,ZeroNum:784
RowNUM:1809,ZeroNum:784
RowNUM:1810,ZeroNum:784
RowNUM:1811,ZeroNum:784
RowNUM:1812,ZeroNum:784
RowNUM:1813,ZeroNum:784
RowNUM:1814,ZeroNum:784
RowNUM:1815,ZeroNum:784
RowNUM:1816,ZeroNum:784
RowNUM:1817,ZeroNum:784
RowNUM:1818,ZeroNum:784
RowNUM:1819,ZeroNum:784
RowNUM:1820,ZeroNum:784
RowNUM:1821,ZeroNum:784
RowNUM:1822,ZeroNum:784
RowNUM:1823,ZeroNum:784
RowNUM:1824,ZeroNum:784
RowNUM:1825,ZeroNum:784
RowNUM:1826,ZeroNum:784
RowNUM:1827,ZeroNum:784
RowNUM:1828,ZeroNum:784
RowNUM:1829,ZeroNum:784
RowNUM:1830,ZeroNum:784
RowNUM:1831,ZeroNum:784
RowNUM:1832,ZeroNum:784
RowNUM:1833,ZeroNum:784
RowNUM:1834,ZeroNum:784
RowNUM:1835,ZeroNum:784
RowNUM:1836,ZeroNum:784
RowNUM:1837,ZeroNum:784
RowNUM:1838,ZeroNum:784
RowNUM:1839,ZeroNum:784
RowNUM:1840,ZeroNum:784
RowNUM:1841,ZeroNum:784
RowNUM:1842,ZeroNum:784
RowNUM:1843,ZeroNum:784
RowNUM:1844,ZeroNum:784
RowNUM:1845,ZeroNum:784
RowNUM:1846,ZeroNum:784
RowNUM:1847,ZeroNum:784
RowNUM:1848,ZeroNum:784
RowNUM:1849,ZeroNum:784
RowNUM:1850,ZeroNum:784
RowNUM:1851,ZeroNum:784
RowNUM:1852,ZeroNum:784
RowNUM:1853,ZeroNum:784
RowNUM:1854,ZeroNum:784
RowNUM:1855,ZeroNum:784
RowNUM:1856,ZeroNum:784
RowNUM:1857,ZeroNum:784
RowNUM:1858,ZeroNum:784
RowNUM:1859,ZeroNum:784
RowNUM:1860,ZeroNum:784
RowNUM:1861,ZeroNum:784
RowNUM:1862,ZeroNum:784
RowNUM:1863,ZeroNum:784
RowNUM:1864,ZeroNum:784
RowNUM:1865,ZeroNum:784
RowNUM:1866,ZeroNum:784
RowNUM:1867,ZeroNum:784
RowNUM:1868,ZeroNum:784
RowNUM:1869,ZeroNum:784
RowNUM:1870,ZeroNum:784
RowNUM:1871,ZeroNum:784
RowNUM:1872,ZeroNum:784
RowNUM:1873,ZeroNum:784
RowNUM:1874,ZeroNum:784
RowNUM:1875,ZeroNum:784
RowNUM:1876,ZeroNum:784
RowNUM:1877,ZeroNum:784
RowNUM:1878,ZeroNum:784
RowNUM:1879,ZeroNum:784
RowNUM:1880,ZeroNum:784
RowNUM:1881,ZeroNum:784
RowNUM:1882,ZeroNum:784
RowNUM:1883,ZeroNum:784
RowNUM:1884,ZeroNum:784
RowNUM:1885,ZeroNum:784
RowNUM:1886,ZeroNum:784
RowNUM:1887,ZeroNum:784
RowNUM:1888,ZeroNum:784
RowNUM:1889,ZeroNum:784
RowNUM:1890,ZeroNum:784
RowNUM:1891,ZeroNum:784
RowNUM:1892,ZeroNum:784
RowNUM:1893,ZeroNum:784
RowNUM:1894,ZeroNum:784
RowNUM:1895,ZeroNum:784
RowNUM:1896,ZeroNum:784
RowNUM:1897,ZeroNum:784
RowNUM:1898,ZeroNum:784
RowNUM:1899,ZeroNum:784
RowNUM:1900,ZeroNum:784
RowNUM:1901,ZeroNum:784
RowNUM:1902,ZeroNum:784
RowNUM:1903,ZeroNum:784
RowNUM:1904,ZeroNum:784
RowNUM:1905,ZeroNum:784
RowNUM:1906,ZeroNum:784
RowNUM:1907,ZeroNum:784
RowNUM:1908,ZeroNum:784
RowNUM:1909,ZeroNum:784
RowNUM:1910,ZeroNum:784
RowNUM:1911,ZeroNum:784
RowNUM:1912,ZeroNum:784
RowNUM:1913,ZeroNum:784
RowNUM:1914,ZeroNum:784
RowNUM:1915,ZeroNum:784
RowNUM:1916,ZeroNum:784
RowNUM:1917,ZeroNum:784
RowNUM:1918,ZeroNum:784
RowNUM:1919,ZeroNum:784
RowNUM:1920,ZeroNum:784
RowNUM:1921,ZeroNum:784
RowNUM:1922,ZeroNum:784
RowNUM:1923,ZeroNum:784
RowNUM:1924,ZeroNum:784
RowNUM:1925,ZeroNum:784
RowNUM:1926,ZeroNum:784
RowNUM:1927,ZeroNum:784
RowNUM:1928,ZeroNum:784
RowNUM:1929,ZeroNum:784
RowNUM:1930,ZeroNum:784
RowNUM:1931,ZeroNum:784
RowNUM:1932,ZeroNum:784
RowNUM:1933,ZeroNum:784
RowNUM:1934,ZeroNum:784
RowNUM:1935,ZeroNum:784
RowNUM:1936,ZeroNum:784
RowNUM:1937,ZeroNum:784
RowNUM:1938,ZeroNum:784
RowNUM:1939,ZeroNum:784
RowNUM:1940,ZeroNum:784
RowNUM:1941,ZeroNum:784
RowNUM:1942,ZeroNum:784
RowNUM:1943,ZeroNum:784
RowNUM:1944,ZeroNum:784
RowNUM:1945,ZeroNum:784
RowNUM:1946,ZeroNum:784
RowNUM:1947,ZeroNum:784
RowNUM:1948,ZeroNum:784
RowNUM:1949,ZeroNum:784
RowNUM:1950,ZeroNum:784
RowNUM:1951,ZeroNum:784
RowNUM:1952,ZeroNum:784
RowNUM:1953,ZeroNum:784
RowNUM:1954,ZeroNum:784
RowNUM:1955,ZeroNum:784
RowNUM:1956,ZeroNum:784
RowNUM:1957,ZeroNum:784
RowNUM:1958,ZeroNum:784
RowNUM:1959,ZeroNum:784
RowNUM:1960,ZeroNum:784
RowNUM:1961,ZeroNum:784
RowNUM:1962,ZeroNum:784
RowNUM:1963,ZeroNum:784
RowNUM:1964,ZeroNum:784
RowNUM:1965,ZeroNum:784
RowNUM:1966,ZeroNum:784
RowNUM:1967,ZeroNum:784
RowNUM:1968,ZeroNum:784
RowNUM:1969,ZeroNum:784
RowNUM:1970,ZeroNum:784
RowNUM:1971,ZeroNum:784
RowNUM:1972,ZeroNum:784
RowNUM:1973,ZeroNum:784
RowNUM:1974,ZeroNum:784
RowNUM:1975,ZeroNum:784
RowNUM:1976,ZeroNum:784
RowNUM:1977,ZeroNum:784
RowNUM:1978,ZeroNum:784
RowNUM:1979,ZeroNum:784
RowNUM:1980,ZeroNum:784
RowNUM:1981,ZeroNum:784
RowNUM:1982,ZeroNum:784
RowNUM:1983,ZeroNum:784
RowNUM:1984,ZeroNum:784
RowNUM:1985,ZeroNum:784
RowNUM:1986,ZeroNum:784
RowNUM:1987,ZeroNum:784
RowNUM:1988,ZeroNum:784
RowNUM:1989,ZeroNum:784
RowNUM:1990,ZeroNum:784
RowNUM:1991,ZeroNum:784
RowNUM:1992,ZeroNum:784
RowNUM:1993,ZeroNum:784
RowNUM:1994,ZeroNum:784
RowNUM:1995,ZeroNum:784
RowNUM:1996,ZeroNum:784
RowNUM:1997,ZeroNum:784
RowNUM:1998,ZeroNum:784
RowNUM:1999,ZeroNum:784
RowNUM:2000,ZeroNum:784
RowNUM:2001,ZeroNum:784
RowNUM:2002,ZeroNum:784
RowNUM:2003,ZeroNum:784
RowNUM:2004,ZeroNum:784
RowNUM:2005,ZeroNum:784
RowNUM:2006,ZeroNum:784
RowNUM:2007,ZeroNum:784
RowNUM:2008,ZeroNum:784
RowNUM:2009,ZeroNum:784
RowNUM:2010,ZeroNum:784
RowNUM:2011,ZeroNum:784
RowNUM:2012,ZeroNum:784
RowNUM:2013,ZeroNum:784
RowNUM:2014,ZeroNum:784
RowNUM:2015,ZeroNum:784
RowNUM:2016,ZeroNum:784
RowNUM:2017,ZeroNum:784
RowNUM:2018,ZeroNum:784
RowNUM:2019,ZeroNum:784
RowNUM:2020,ZeroNum:784
RowNUM:2021,ZeroNum:784
RowNUM:2022,ZeroNum:784
RowNUM:2023,ZeroNum:784
RowNUM:2024,ZeroNum:784
RowNUM:2025,ZeroNum:784
RowNUM:2026,ZeroNum:784
RowNUM:2027,ZeroNum:784
RowNUM:2028,ZeroNum:784
RowNUM:2029,ZeroNum:784
RowNUM:2030,ZeroNum:784
RowNUM:2031,ZeroNum:784
RowNUM:2032,ZeroNum:784
RowNUM:2033,ZeroNum:784
RowNUM:2034,ZeroNum:784
RowNUM:2035,ZeroNum:784
RowNUM:2036,ZeroNum:784
RowNUM:2037,ZeroNum:784
RowNUM:2038,ZeroNum:784
RowNUM:2039,ZeroNum:784
RowNUM:2040,ZeroNum:784
RowNUM:2041,ZeroNum:784
RowNUM:2042,ZeroNum:784
RowNUM:2043,ZeroNum:784
RowNUM:2044,ZeroNum:784
RowNUM:2045,ZeroNum:784
RowNUM:2046,ZeroNum:784
RowNUM:2047,ZeroNum:784
RowNUM:2048,ZeroNum:784
RowNUM:2049,ZeroNum:784
RowNUM:2050,ZeroNum:784
RowNUM:2051,ZeroNum:784
RowNUM:2052,ZeroNum:784
RowNUM:2053,ZeroNum:784
RowNUM:2054,ZeroNum:784
RowNUM:2055,ZeroNum:784
RowNUM:2056,ZeroNum:784
RowNUM:2057,ZeroNum:784
RowNUM:2058,ZeroNum:784
RowNUM:2059,ZeroNum:784
RowNUM:2060,ZeroNum:784
RowNUM:2061,ZeroNum:784
RowNUM:2062,ZeroNum:784
RowNUM:2063,ZeroNum:784
RowNUM:2064,ZeroNum:784
RowNUM:2065,ZeroNum:784
RowNUM:2066,ZeroNum:784
RowNUM:2067,ZeroNum:784
RowNUM:2068,ZeroNum:784
RowNUM:2069,ZeroNum:784
RowNUM:2070,ZeroNum:784
RowNUM:2071,ZeroNum:784
RowNUM:2072,ZeroNum:784
RowNUM:2073,ZeroNum:784
RowNUM:2074,ZeroNum:784
RowNUM:2075,ZeroNum:784
RowNUM:2076,ZeroNum:784
RowNUM:2077,ZeroNum:784
RowNUM:2078,ZeroNum:784
RowNUM:2079,ZeroNum:784
RowNUM:2080,ZeroNum:784
RowNUM:2081,ZeroNum:784
RowNUM:2082,ZeroNum:784
RowNUM:2083,ZeroNum:784
RowNUM:2084,ZeroNum:784
RowNUM:2085,ZeroNum:784
RowNUM:2086,ZeroNum:784
RowNUM:2087,ZeroNum:784
RowNUM:2088,ZeroNum:784
RowNUM:2089,ZeroNum:784
RowNUM:2090,ZeroNum:784
RowNUM:2091,ZeroNum:784
RowNUM:2092,ZeroNum:784
RowNUM:2093,ZeroNum:784
RowNUM:2094,ZeroNum:784
RowNUM:2095,ZeroNum:784
RowNUM:2096,ZeroNum:784
RowNUM:2097,ZeroNum:784
RowNUM:2098,ZeroNum:784
RowNUM:2099,ZeroNum:784
RowNUM:2100,ZeroNum:784
RowNUM:2101,ZeroNum:784
RowNUM:2102,ZeroNum:784
RowNUM:2103,ZeroNum:784
RowNUM:2104,ZeroNum:784
RowNUM:2105,ZeroNum:784
RowNUM:2106,ZeroNum:784
RowNUM:2107,ZeroNum:784
RowNUM:2108,ZeroNum:784
RowNUM:2109,ZeroNum:784
RowNUM:2110,ZeroNum:784
RowNUM:2111,ZeroNum:784
RowNUM:2112,ZeroNum:784
RowNUM:2113,ZeroNum:784
RowNUM:2114,ZeroNum:784
RowNUM:2115,ZeroNum:784
RowNUM:2116,ZeroNum:784
RowNUM:2117,ZeroNum:784
RowNUM:2118,ZeroNum:784
RowNUM:2119,ZeroNum:784
RowNUM:2120,ZeroNum:784
RowNUM:2121,ZeroNum:784
RowNUM:2122,ZeroNum:784
RowNUM:2123,ZeroNum:784
RowNUM:2124,ZeroNum:784
RowNUM:2125,ZeroNum:784
RowNUM:2126,ZeroNum:784
RowNUM:2127,ZeroNum:784
RowNUM:2128,ZeroNum:784
RowNUM:2129,ZeroNum:784
RowNUM:2130,ZeroNum:784
RowNUM:2131,ZeroNum:784
RowNUM:2132,ZeroNum:784
RowNUM:2133,ZeroNum:784
RowNUM:2134,ZeroNum:784
RowNUM:2135,ZeroNum:784
RowNUM:2136,ZeroNum:784
RowNUM:2137,ZeroNum:784
RowNUM:2138,ZeroNum:784
RowNUM:2139,ZeroNum:784
RowNUM:2140,ZeroNum:784
RowNUM:2141,ZeroNum:784
RowNUM:2142,ZeroNum:784
RowNUM:2143,ZeroNum:784
RowNUM:2144,ZeroNum:784
RowNUM:2145,ZeroNum:784
RowNUM:2146,ZeroNum:784
RowNUM:2147,ZeroNum:784
RowNUM:2148,ZeroNum:784
RowNUM:2149,ZeroNum:784
RowNUM:2150,ZeroNum:784
RowNUM:2151,ZeroNum:784
RowNUM:2152,ZeroNum:784
RowNUM:2153,ZeroNum:784
RowNUM:2154,ZeroNum:784
RowNUM:2155,ZeroNum:784
RowNUM:2156,ZeroNum:784
RowNUM:2157,ZeroNum:784
RowNUM:2158,ZeroNum:784
RowNUM:2159,ZeroNum:784
RowNUM:2160,ZeroNum:784
RowNUM:2161,ZeroNum:784
RowNUM:2162,ZeroNum:784
RowNUM:2163,ZeroNum:784
RowNUM:2164,ZeroNum:784
RowNUM:2165,ZeroNum:784
RowNUM:2166,ZeroNum:784
RowNUM:2167,ZeroNum:784
RowNUM:2168,ZeroNum:784
RowNUM:2169,ZeroNum:784
RowNUM:2170,ZeroNum:784
RowNUM:2171,ZeroNum:784
RowNUM:2172,ZeroNum:784
RowNUM:2173,ZeroNum:784
RowNUM:2174,ZeroNum:784
RowNUM:2175,ZeroNum:784
RowNUM:2176,ZeroNum:784
RowNUM:2177,ZeroNum:784
RowNUM:2178,ZeroNum:784
RowNUM:2179,ZeroNum:784
RowNUM:2180,ZeroNum:784
RowNUM:2181,ZeroNum:784
RowNUM:2182,ZeroNum:784
RowNUM:2183,ZeroNum:784
RowNUM:2184,ZeroNum:784
RowNUM:2185,ZeroNum:784
RowNUM:2186,ZeroNum:784
RowNUM:2187,ZeroNum:784
RowNUM:2188,ZeroNum:784
RowNUM:2189,ZeroNum:784
RowNUM:2190,ZeroNum:784
RowNUM:2191,ZeroNum:784
RowNUM:2192,ZeroNum:784
RowNUM:2193,ZeroNum:784
RowNUM:2194,ZeroNum:784
RowNUM:2195,ZeroNum:784
RowNUM:2196,ZeroNum:784
RowNUM:2197,ZeroNum:784
RowNUM:2198,ZeroNum:784
RowNUM:2199,ZeroNum:784
RowNUM:2200,ZeroNum:784
RowNUM:2201,ZeroNum:784
RowNUM:2202,ZeroNum:784
RowNUM:2203,ZeroNum:784
RowNUM:2204,ZeroNum:784
RowNUM:2205,ZeroNum:784
RowNUM:2206,ZeroNum:784
RowNUM:2207,ZeroNum:784
RowNUM:2208,ZeroNum:784
RowNUM:2209,ZeroNum:784
RowNUM:2210,ZeroNum:784
RowNUM:2211,ZeroNum:784
RowNUM:2212,ZeroNum:784
RowNUM:2213,ZeroNum:784
RowNUM:2214,ZeroNum:784
RowNUM:2215,ZeroNum:784
RowNUM:2216,ZeroNum:784
RowNUM:2217,ZeroNum:784
RowNUM:2218,ZeroNum:784
RowNUM:2219,ZeroNum:784
RowNUM:2220,ZeroNum:784
RowNUM:2221,ZeroNum:784
RowNUM:2222,ZeroNum:784
RowNUM:2223,ZeroNum:784
RowNUM:2224,ZeroNum:784
RowNUM:2225,ZeroNum:784
RowNUM:2226,ZeroNum:784
RowNUM:2227,ZeroNum:784
RowNUM:2228,ZeroNum:784
RowNUM:2229,ZeroNum:784
RowNUM:2230,ZeroNum:784
RowNUM:2231,ZeroNum:784
RowNUM:2232,ZeroNum:784
RowNUM:2233,ZeroNum:784
RowNUM:2234,ZeroNum:784
RowNUM:2235,ZeroNum:784
RowNUM:2236,ZeroNum:784
RowNUM:2237,ZeroNum:784
RowNUM:2238,ZeroNum:784
RowNUM:2239,ZeroNum:784
RowNUM:2240,ZeroNum:784
RowNUM:2241,ZeroNum:784
RowNUM:2242,ZeroNum:784
RowNUM:2243,ZeroNum:784
RowNUM:2244,ZeroNum:784
RowNUM:2245,ZeroNum:784
RowNUM:2246,ZeroNum:784
RowNUM:2247,ZeroNum:784
RowNUM:2248,ZeroNum:784
RowNUM:2249,ZeroNum:784
RowNUM:2250,ZeroNum:784
RowNUM:2251,ZeroNum:784
RowNUM:2252,ZeroNum:784
RowNUM:2253,ZeroNum:784
RowNUM:2254,ZeroNum:784
RowNUM:2255,ZeroNum:784
RowNUM:2256,ZeroNum:784
RowNUM:2257,ZeroNum:784
RowNUM:2258,ZeroNum:784
RowNUM:2259,ZeroNum:784
RowNUM:2260,ZeroNum:784
RowNUM:2261,ZeroNum:784
RowNUM:2262,ZeroNum:784
RowNUM:2263,ZeroNum:784
RowNUM:2264,ZeroNum:784
RowNUM:2265,ZeroNum:784
RowNUM:2266,ZeroNum:784
RowNUM:2267,ZeroNum:784
RowNUM:2268,ZeroNum:784
RowNUM:2269,ZeroNum:784
RowNUM:2270,ZeroNum:784
RowNUM:2271,ZeroNum:784
RowNUM:2272,ZeroNum:784
RowNUM:2273,ZeroNum:784
RowNUM:2274,ZeroNum:784
RowNUM:2275,ZeroNum:784
RowNUM:2276,ZeroNum:784
RowNUM:2277,ZeroNum:784
RowNUM:2278,ZeroNum:784
RowNUM:2279,ZeroNum:784
RowNUM:2280,ZeroNum:784
RowNUM:2281,ZeroNum:784
RowNUM:2282,ZeroNum:784
RowNUM:2283,ZeroNum:784
RowNUM:2284,ZeroNum:784
RowNUM:2285,ZeroNum:784
RowNUM:2286,ZeroNum:784
RowNUM:2287,ZeroNum:784
RowNUM:2288,ZeroNum:784
RowNUM:2289,ZeroNum:784
RowNUM:2290,ZeroNum:784
RowNUM:2291,ZeroNum:784
RowNUM:2292,ZeroNum:784
RowNUM:2293,ZeroNum:784
RowNUM:2294,ZeroNum:784
RowNUM:2295,ZeroNum:784
RowNUM:2296,ZeroNum:784
RowNUM:2297,ZeroNum:784
RowNUM:2298,ZeroNum:784
RowNUM:2299,ZeroNum:784
RowNUM:2300,ZeroNum:784
RowNUM:2301,ZeroNum:784
RowNUM:2302,ZeroNum:784
RowNUM:2303,ZeroNum:784
RowNUM:2304,ZeroNum:784
RowNUM:2305,ZeroNum:784
RowNUM:2306,ZeroNum:784
RowNUM:2307,ZeroNum:784
RowNUM:2308,ZeroNum:784
RowNUM:2309,ZeroNum:784
RowNUM:2310,ZeroNum:784
RowNUM:2311,ZeroNum:784
RowNUM:2312,ZeroNum:784
RowNUM:2313,ZeroNum:784
RowNUM:2314,ZeroNum:784
RowNUM:2315,ZeroNum:784
RowNUM:2316,ZeroNum:784
RowNUM:2317,ZeroNum:784
RowNUM:2318,ZeroNum:784
RowNUM:2319,ZeroNum:784
RowNUM:2320,ZeroNum:784
RowNUM:2321,ZeroNum:784
RowNUM:2322,ZeroNum:784
RowNUM:2323,ZeroNum:784
RowNUM:2324,ZeroNum:784
RowNUM:2325,ZeroNum:784
RowNUM:2326,ZeroNum:784
RowNUM:2327,ZeroNum:784
RowNUM:2328,ZeroNum:784
RowNUM:2329,ZeroNum:784
RowNUM:2330,ZeroNum:784
RowNUM:2331,ZeroNum:784
RowNUM:2332,ZeroNum:784
RowNUM:2333,ZeroNum:784
RowNUM:2334,ZeroNum:784
RowNUM:2335,ZeroNum:784
RowNUM:2336,ZeroNum:784
RowNUM:2337,ZeroNum:784
RowNUM:2338,ZeroNum:784
RowNUM:2339,ZeroNum:784
RowNUM:2340,ZeroNum:784
RowNUM:2341,ZeroNum:784
RowNUM:2342,ZeroNum:784
RowNUM:2343,ZeroNum:784
RowNUM:2344,ZeroNum:784
RowNUM:2345,ZeroNum:784
RowNUM:2346,ZeroNum:784
RowNUM:2347,ZeroNum:784
RowNUM:2348,ZeroNum:784
RowNUM:2349,ZeroNum:784
RowNUM:2350,ZeroNum:784
RowNUM:2351,ZeroNum:784
RowNUM:2352,ZeroNum:784
RowNUM:2353,ZeroNum:784
RowNUM:2354,ZeroNum:784
RowNUM:2355,ZeroNum:784
RowNUM:2356,ZeroNum:784
RowNUM:2357,ZeroNum:784
RowNUM:2358,ZeroNum:784
RowNUM:2359,ZeroNum:784
RowNUM:2360,ZeroNum:784
RowNUM:2361,ZeroNum:784
RowNUM:2362,ZeroNum:784
RowNUM:2363,ZeroNum:784
RowNUM:2364,ZeroNum:784
RowNUM:2365,ZeroNum:784
RowNUM:2366,ZeroNum:784
RowNUM:2367,ZeroNum:784
RowNUM:2368,ZeroNum:784
RowNUM:2369,ZeroNum:784
RowNUM:2370,ZeroNum:784
RowNUM:2371,ZeroNum:784
RowNUM:2372,ZeroNum:784
RowNUM:2373,ZeroNum:784
RowNUM:2374,ZeroNum:784
RowNUM:2375,ZeroNum:784
RowNUM:2376,ZeroNum:784
RowNUM:2377,ZeroNum:784
RowNUM:2378,ZeroNum:784
RowNUM:2379,ZeroNum:784
RowNUM:2380,ZeroNum:784
